"count-turtles-in 0 0.2","count-turtles-in 0.2 0.4","count-turtles-in 0.4 0.6","count-turtles-in 0.6 0.8","count-turtles-in 0.8 1.1","count-turtles-in 0 0.2","count-turtles-in 0.2 0.4","count-turtles-in 0.4 0.6","count-turtles-in 0.6 0.8","count-turtles-in 0.8 1.1","count-turtles-in 0 0.2","count-turtles-in 0.2 0.4","count-turtles-in 0.4 0.6","count-turtles-in 0.6 0.8","count-turtles-in 0.8 1.1","count-turtles-in 0 0.2","count-turtles-in 0.2 0.4","count-turtles-in 0.4 0.6","count-turtles-in 0.6 0.8","count-turtles-in 0.8 1.1","count-turtles-in 0 0.2","count-turtles-in 0.2 0.4","count-turtles-in 0.4 0.6","count-turtles-in 0.6 0.8","count-turtles-in 0.8 1.1","count-turtles-in 0 0.2","count-turtles-in 0.2 0.4","count-turtles-in 0.4 0.6","count-turtles-in 0.6 0.8","count-turtles-in 0.8 1.1","count-turtles-in 0 0.2","count-turtles-in 0.2 0.4","count-turtles-in 0.4 0.6","count-turtles-in 0.6 0.8","count-turtles-in 0.8 1.1","count-turtles-in 0 0.2","count-turtles-in 0.2 0.4","count-turtles-in 0.4 0.6","count-turtles-in 0.6 0.8","count-turtles-in 0.8 1.1","count-turtles-in 0 0.2","count-turtles-in 0.2 0.4","count-turtles-in 0.4 0.6","count-turtles-in 0.6 0.8","count-turtles-in 0.8 1.1","count-turtles-in 0 0.2","count-turtles-in 0.2 0.4","count-turtles-in 0.4 0.6","count-turtles-in 0.6 0.8","count-turtles-in 0.8 1.1"
"0","5","95","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","5","95","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","3","97","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","3","97","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","3","97","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","4","96","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","4","96","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","4","96","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","3","97","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","3","97","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","3","97","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","1","99","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","1","99","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","1","99","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","1","99","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","1","99","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","1","99","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
"0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0","0","0","100","0","0"
