"min-opinion","max-opinion","avg-opinion","min-opinion","max-opinion","avg-opinion","min-opinion","max-opinion","avg-opinion","min-opinion","max-opinion","avg-opinion","min-opinion","max-opinion","avg-opinion","min-opinion","max-opinion","avg-opinion","min-opinion","max-opinion","avg-opinion","min-opinion","max-opinion","avg-opinion","min-opinion","max-opinion","avg-opinion","min-opinion","max-opinion","avg-opinion"
"0.014601722070889278","0.9948226717912952","0.4735246250673643","0.002849389301364913","0.9860515217851478","0.486938366376069","0.01570002071680987","0.9877891659440586","0.5108135687384229","4.555899985100309E-4","0.9901447955334379","0.43456681892050597","0.015476761513413151","0.9957423258588382","0.48022062332035126","0.010133166740120325","0.9956563201461286","0.5127929936595284","0.0016995133680808294","0.9990361249105639","0.5058847960486375","0.0013051244568192955","0.9794235158156487","0.4863953402182685","0.009273350581792017","0.9998179991043393","0.5571194990550576","0.005296898561042318","0.9976467027816277","0.4921758506995485"
"0.03082661354959264","0.9728422588700211","0.4705607918810685","0.034415089668353424","0.9644956278538231","0.48980150093671293","0.05173608067261607","0.9594941434264888","0.5130295881202969","0.013331306153769162","0.9604262053088932","0.4386370314658763","0.06405468942617717","0.9393063535990982","0.4734832643389867","0.07596225504945957","0.9856743272460236","0.5132303259236484","0.021098094352525","0.9420408351070431","0.5059840408247185","0.020804271276496776","0.9456380266167795","0.48039963529919594","0.08722673422907831","0.9880464849293867","0.5584278533302378","0.005639546610228807","0.9868473927065959","0.48912282982814786"
"0.048949195045895594","0.8910977601523732","0.4675633418420853","0.07342237923171126","0.9488323696563419","0.4924223337625236","0.10750882210429615","0.9565039745664288","0.5124890479839144","0.025150911791930842","0.9289462049783059","0.43697504329158215","0.07874784915689725","0.8718394637285126","0.476527361102595","0.09352675785065491","0.9470507788060978","0.5126630491005136","0.05257362316238953","0.9160586782289671","0.504054267584348","0.03851876029204081","0.89270668074233","0.478728738791928","0.11448733120861014","0.978576956405124","0.5616677049009795","0.04407287627907844","0.9284050623409488","0.4886721663341309"
"0.07265702245730163","0.8188708301984604","0.4675833553085563","0.1113613398494504","0.875873799355382","0.49315172409184305","0.14015901534456426","0.9186460338725246","0.5142691665441353","0.06320308574719712","0.9006142046807775","0.43491566395898795","0.09936152582564678","0.8367970760986074","0.4754369557987156","0.1285394165834303","0.9356673903545788","0.5129438002759081","0.06429626454072714","0.8990623822408753","0.5047442020352746","0.0828730618231036","0.8643233651576068","0.47939796239304966","0.14513644807028364","0.9704332803693059","0.5598926843207507","0.05379163622128711","0.8896722403142601","0.48578493229811687"
"0.09303712353773907","0.8044174369298729","0.4677133740517119","0.16231841389330498","0.8211282835608218","0.49675248742597994","0.16113548942911657","0.8794349970980698","0.5145016782568729","0.07277811010728891","0.8975532054832956","0.4319413798138353","0.14080523218957208","0.8115105047805088","0.4755516322324271","0.14420545531249038","0.9296354262569946","0.5166690082561795","0.10647025127466142","0.8569385147162514","0.5037688507656365","0.11010410360192696","0.8559141675338753","0.4763388228075145","0.18203375419447387","0.9575727932324545","0.5596616968394383","0.08758144845625462","0.8313249954063794","0.4872915734966466"
"0.11093471178353351","0.7797259439336441","0.46947193796771075","0.16874054604822933","0.80686111460431","0.4956415087763782","0.1888722922745386","0.852446519376609","0.5173133224726592","0.0859930696231793","0.8431040471011416","0.43036281751462035","0.165455265622641","0.8067905404840678","0.47130953397284975","0.20356377119976912","0.8780810314272677","0.5182439895460806","0.11207950104384642","0.8455031406500203","0.503503719263032","0.11491029006804004","0.8281816065433583","0.4726112302982078","0.2001062849973725","0.9468805902206565","0.5596312951699626","0.11799227946772539","0.8175516620539761","0.4883287161003393"
"0.12579859739289914","0.7536939142097205","0.4697789169664153","0.17553615458869914","0.7768139125446714","0.49465960254698066","0.2033219910767652","0.8136582830448953","0.5185515591776274","0.08974974155666551","0.8186974762036131","0.42839292132685286","0.18161197424356668","0.8039856127034413","0.4712212644892124","0.22192746948087333","0.8607905850184449","0.5216652873410297","0.12993816170081923","0.8413180200728032","0.5046294021272498","0.11923585788754182","0.8142078266761384","0.4693410494546114","0.24184507625224821","0.9209912656102857","0.5591042028589177","0.1228847844921858","0.7902907860975469","0.4868016161774629"
"0.14152288120209272","0.7292578534313281","0.46696805723306734","0.181652202275122","0.7651326972618608","0.4941866185340755","0.21871981699279963","0.8099180371254331","0.5217264362055938","0.10159048147163564","0.8111640223839542","0.42724440914400924","0.20858524328551264","0.7996684756826133","0.47350386859836846","0.23845479793386712","0.8575228291273996","0.5194949949060005","0.15040942394811482","0.8081576560767227","0.505087669090277","0.12436152570495172","0.7913256290035946","0.4672060045355423","0.24795014021286355","0.9097762292240442","0.5593456839667641","0.13726311192302199","0.7832804373889074","0.48931588946733195"
"0.15156371746132094","0.7177589571700695","0.46519629120025313","0.19486214041618038","0.7508533602879394","0.49580566167407986","0.22865370592214096","0.8030356114124683","0.5222793252559442","0.11094882233415765","0.7793177924056511","0.42712822043131127","0.21836323496089455","0.7943760222217264","0.4746032100965732","0.2648154520436075","0.8423478682426165","0.5197168916288937","0.15257251263060215","0.7905431316570488","0.504203290185044","0.15585935579484542","0.7691991167407873","0.4648861964999282","0.25904091854876504","0.9011554569124803","0.560090325401213","0.14338041400799145","0.7492833787912303","0.48818497286391976"
"0.16060047009462633","0.7080524178845207","0.46612861119266186","0.2269363753301065","0.7423489976756507","0.49519046605117434","0.2446997388267509","0.8003068088361452","0.5237021183722421","0.1261892330439674","0.7735087237962586","0.42568167713784716","0.2221414157284509","0.77336133283713","0.4752844929737995","0.2784170560823078","0.8377937516641811","0.5168963115026876","0.16244555827750162","0.7832059909918089","0.5045894740815767","0.17383650788681088","0.7520988125329322","0.46384767353303774","0.2683634349364489","0.8765924141088678","0.5594225593990247","0.1539357577853948","0.7238749467658384","0.4881362856847107"
